g	440	420	2	2	0	0	30s	100	1	16287
g	436	434	2	2	0	0	30s	100	1	16287
g	438	444	2	2	0	0	30s	100	1	16287
g	438	464	2	2	0	0	30s	100	1	16287
g	436	478	2	2	0	0	30s	100	1	16287
g	440	488	2	2	0	0	30s	100	1	16287
g	440	505	2	2	0	0	30s	100	1	16287
g	440	520	2	2	0	0	30s	100	1	16287
g	450	532	2	2	0	0	30s	100	1	16287
g	460	534	2	2	0	0	30s	100	1	16287
g	482	534	2	2	0	0	30s	100	1	16287
g	499	532	2	2	0	0	30s	100	1	16287
g	510	528	2	2	0	0	30s	100	1	16287
g	510	516	2	2	0	0	30s	100	1	16287
g	510	498	2	2	0	0	30s	100	1	16287
g	510	476	2	2	0	0	30s	100	1	16287
g	506	460	2	2	0	0	30s	100	1	16287
g	513	454	2	2	0	0	30s	100	1	16287
g	524	462	2	2	0	0	30s	100	1	16287
g	542	456	2	2	0	0	30s	100	1	16287
g	553	454	2	2	0	0	30s	100	1	16287
g	437	538	2	2	0	0	30s	100	1	16287
g	422	541	2	2	0	0	30s	100	1	16287
g	408	530	2	2	0	0	30s	100	1	16287
g	385	530	2	2	0	0	30s	100	1	16287
g	372	533	2	2	0	0	30s	100	1	16287
g	360	529	2	2	0	0	30s	100	1	16287
g	366	512	2	2	0	0	30s	100	1	16287
g	369	493	2	2	0	0	30s	100	1	16287
g	344	534	2	2	0	0	30s	100	1	16287
g	330	534	2	2	0	0	30s	100	1	16287
g	314	534	2	2	0	0	30s	100	1	16287
g	292	528	2	2	0	0	30s	100	1	16287
g	288	518	2	2	0	0	30s	100	1	16287
g	290	498	2	2	0	0	30s	100	1	16287
g	292	562	2	2	0	0	30s	100	1	16287
g	292	584	2	2	0	0	30s	100	1	16287
g	294	602	2	2	0	0	30s	100	1	16287
g	294	624	2	2	0	0	30s	100	1	16287
g	295	652	2	2	0	0	30s	100	1	16287
g	301	669	2	2	0	0	30s	100	1	16287
g	292	632	2	2	0	0	30s	100	1	16287
g	292	542	2	2	0	0	30s	100	1	16287
g	308	532	2	2	0	0	30s	100	1	16287
g	322	676	2	2	0	0	30s	100	1	16287
g	338	678	2	2	0	0	30s	100	1	16287
g	348	676	2	2	0	0	30s	100	1	16287
g	566	460	2	2	0	0	30s	100	1	16287
g	574	451	2	2	0	0	30s	100	1	16287
g	580	470	2	2	0	0	30s	100	1	16287
g	580	486	2	2	0	0	30s	100	1	16287
g	578	505	2	2	0	0	30s	100	1	16287
g	582	520	2	2	0	0	30s	100	1	16287
g	584	532	2	2	0	0	30s	100	1	16287
g	583	548	2	2	0	0	30s	100	1	16287
g	578	564	2	2	0	0	30s	100	1	16287
g	584	568	2	2	0	0	30s	100	1	16287
g	584	586	2	2	0	0	30s	100	1	16287
g	582	594	2	2	0	0	30s	100	1	16287
g	584	602	2	2	0	0	30s	100	1	16287
g	434	420	2	2	0	0	30s	100	1	16288
g	436	430	2	2	0	0	30s	100	1	16288
g	434	447	2	2	0	0	30s	100	1	16288
g	435	453	2	2	0	0	30s	100	1	16288
g	440	463	2	2	0	0	30s	100	1	16288
g	440	474	2	2	0	0	30s	100	1	16288
g	436	492	2	2	0	0	30s	100	1	16288
g	436	502	2	2	0	0	30s	100	1	16288
g	441	510	2	2	0	0	30s	100	1	16288
g	440	514	2	2	0	0	30s	100	1	16288
g	434	522	2	2	0	0	30s	100	1	16288
g	436	536	2	2	0	0	30s	100	1	16288
