m	273	226	0	0	0	0	0	100	1	1767
m	283	240	0	0	0	0	0	100	1	1767
m	279	259	0	0	0	0	0	100	1	1767
m	258	256	0	0	0	0	0	100	1	1767
m	258	236	0	0	0	0	0	100	1	1767
m	241	244	0	0	0	0	0	100	1	1767
m	237	262	0	0	0	0	0	100	1	1767
m	242	276	0	0	0	0	0	100	1	1767
m	244	288	0	0	0	0	0	100	1	1767
m	252	295	0	0	0	0	0	100	1	1767
m	227	263	0	0	0	0	0	100	1	1767
m	255	271	0	0	0	0	0	100	1	1767
m	269	288	0	0	0	0	0	100	1	1767
m	277	277	0	0	0	0	0	100	1	1767
m	288	263	0	0	0	0	0	100	1	1767
m	283	249	0	0	0	0	0	100	1	1767
m	269	247	0	0	0	0	0	100	1	1767
m	269	261	0	0	0	0	0	100	1	1767
m	263	267	0	0	0	0	0	100	1	1767
m	248	249	0	0	0	0	0	100	1	1767
m	253	246	0	0	0	0	0	100	1	1767
m	247	234	0	0	0	0	0	100	1	1767
m	258	284	0	0	0	0	0	100	1	1767
m	265	298	0	0	0	0	0	100	1	1767
m	260	306	0	0	0	0	0	100	1	1767
m	272	293	0	0	0	0	0	100	1	1767
m	276	280	0	0	0	0	0	100	1	1767
m	287	277	0	0	0	0	0	100	1	1767
m	295	261	0	0	0	0	0	100	1	1767
m	285	253	0	0	0	0	0	100	1	1767
m	265	255	0	0	0	0	0	100	1	1767
m	261	245	0	0	0	0	0	100	1	1767
m	246	262	0	0	0	0	0	100	1	1767
m	245	264	0	0	0	0	0	100	1	1767
m	236	252	0	0	0	0	0	100	1	1767
m	241	267	0	0	0	0	0	100	1	1767
m	238	277	0	0	0	0	0	100	1	1767
m	232	273	0	0	0	0	0	100	1	1767
m	235	283	0	0	0	0	0	100	1	1767
m	243	297	0	0	0	0	0	100	1	1767
m	247	303	0	0	0	0	0	100	1	1767
m	233	286	0	0	0	0	0	100	1	1767
m	227	274	0	0	0	0	0	100	1	1767
m	256	257	0	0	0	0	0	100	1	1767
m	260	277	0	0	0	0	0	100	1	1767
m	266	239	0	0	0	0	0	100	1	1767
m	258	227	0	0	0	0	0	100	1	1767
m	273	267	0	0	0	0	0	100	1	1767
m	253	269	0	0	0	0	0	100	1	1767
m	256	252	0	0	0	0	0	100	1	1767
m	256	238	0	0	0	0	0	100	1	1767
m	239	254	0	0	0	0	0	100	1	1767
m	251	263	0	0	0	0	0	100	1	1767
m	250	276	0	0	0	0	0	100	1	1767
m	253	286	0	0	0	0	0	100	1	1767
m	260	294	0	0	0	0	0	100	1	1767
m	266	275	0	0	0	0	0	100	1	1767
m	277	269	0	0	0	0	0	100	1	1767
m	283	270	0	0	0	0	0	100	1	1767
m	276	259	0	0	0	0	0	100	1	1767
m	278	248	0	0	0	0	0	100	1	1767
m	269	240	0	0	0	0	0	100	1	1767
m	234	256	0	0	0	0	0	100	1	1767
m	248	256	0	0	0	0	0	100	1	1767
m	247	281	0	0	0	0	0	100	1	1767
m	256	297	0	0	0	0	0	100	1	1767
m	264	286	0	0	0	0	0	100	1	1767
m	270	280	0	0	0	0	0	100	1	1767
m	241	230	1	1	0	0	0	100	1	1767
m	233	226	1	1	0	0	0	100	1	1767
m	219	227	1	1	0	0	0	100	1	1767
m	217	234	1	1	0	0	0	100	1	1767
m	214	240	1	1	0	0	0	100	1	1767
m	219	251	1	1	0	0	0	100	1	1767
m	231	242	1	1	0	0	0	100	1	1767
m	223	275	1	1	0	0	0	100	1	1767
m	222	286	1	1	0	0	0	100	1	1767
m	230	298	1	1	0	0	0	100	1	1767
m	259	223	1	1	0	0	0	100	1	1767
m	250	216	1	1	0	0	0	100	1	1767
m	241	221	1	1	0	0	0	100	1	1767
m	225	233	1	1	0	0	0	100	1	1767
m	210	250	1	1	0	0	0	100	1	1767
m	211	266	1	1	0	0	0	100	1	1767
m	217	284	1	1	0	0	0	100	1	1767
m	222	262	1	1	0	0	0	100	1	1767
m	235	245	1	1	0	0	0	100	1	1767
m	227	254	1	1	0	0	0	100	1	1767
m	239	244	1	1	0	0	0	100	1	1767
m	248	235	1	1	0	0	0	100	1	1767
m	222	246	1	1	0	0	0	100	1	1767
m	235	234	1	1	0	0	0	100	1	1767
m	248	227	1	1	0	0	0	100	1	1767
m	258	230	1	1	0	0	0	100	1	1767
m	268	230	1	1	0	0	0	100	1	1767
m	276	237	1	1	0	0	0	100	1	1767
m	215	258	1	1	0	0	0	100	1	1767
m	217	270	1	1	0	0	0	100	1	1767
m	232	264	1	1	0	0	0	100	1	1767
m	217	243	1	1	0	0	0	100	1	1767
m	242	236	1	1	0	0	0	100	1	1767
m	224	240	1	1	0	0	0	100	1	1767
m	225	248	1	1	0	0	0	100	1	1767
m	272	253	1	1	0	0	0	100	1	1767
m	262	265	1	1	0	0	0	100	1	1767
m	265	276	1	1	0	0	0	100	1	1767
