m	645	506	15	15	0	0	0	100	1	279
m	658	474	15	15	0	0	0	100	1	279
m	716	508	15	15	0	0	0	100	1	279
m	687	534	15	15	0	0	0	100	1	279
m	645	506	15	15	0	0	0	100	1	279
m	658	474	15	15	0	0	0	100	1	279
m	716	508	15	15	0	0	0	100	1	279
m	687	534	15	15	0	0	0	100	1	279
m	645	506	15	15	0	0	0	100	1	279
m	658	474	15	15	0	0	0	100	1	279
m	716	508	15	15	0	0	0	100	1	279
m	687	534	15	15	0	0	0	100	1	279
m	645	506	15	15	0	0	0	100	1	279
m	658	474	15	15	0	0	0	100	1	279
m	716	508	15	15	0	0	0	100	1	279
m	687	534	15	15	0	0	0	100	1	279
m	645	506	15	15	0	0	0	100	1	279
m	658	474	15	15	0	0	0	100	1	279
m	716	508	15	15	0	0	0	100	1	279
m	687	534	15	15	0	0	0	100	1	279
m	645	506	15	15	0	0	0	100	1	279
m	658	474	15	15	0	0	0	100	1	279
m	716	508	15	15	0	0	0	100	1	279
m	687	534	15	15	0	0	0	100	1	279
m	645	506	15	15	0	0	0	100	1	279
m	658	474	15	15	0	0	0	100	1	279
m	716	508	15	15	0	0	0	100	1	279
m	687	534	15	15	0	0	0	100	1	279
