r	168	331	10	10	0	0	60s	100	1	6003
r	164	333	10	10	0	0	60s	100	1	6003
r	160	336	10	10	0	0	60s	100	1	6003
r	151	337	10	10	0	0	60s	100	1	6003
r	148	339	10	10	0	0	60s	100	1	6003
r	206	331	10	10	0	0	60s	100	1	6001
r	217	334	10	10	0	0	60s	100	1	6001
r	209	344	10	10	0	0	60s	100	1	6001
r	217	350	10	10	0	0	60s	100	1	6001
r	227	350	10	10	0	0	60s	100	1	6001
r	188	320	10	10	0	0	60s	100	1	6002
r	192	324	10	10	0	0	60s	100	1	6002
r	187	326	10	10	0	0	60s	100	1	6002
r	185	327	10	10	0	0	60s	100	1	6002
r	176	328	10	10	0	0	60s	100	1	6002
r	195	328	10	10	0	0	60s	100	1	6002
