r	292	173	10	10	0	0	60s	100	1	6003
r	268	174	10	10	0	0	60s	100	1	6003
r	267	175	10	10	0	0	60s	100	1	6003
r	283	175	10	10	0	0	60s	100	1	6003
r	278	178	10	10	0	0	60s	100	1	6003
r	266	180	10	10	0	0	60s	100	1	6003
r	319	202	10	10	0	0	60s	100	1	6001
r	313	204	10	10	0	0	60s	100	1	6001
r	318	206	10	10	0	0	60s	100	1	6001
r	309	208	10	10	0	0	60s	100	1	6001
r	318	214	10	10	0	0	60s	100	1	6001
r	309	218	10	10	0	0	60s	100	1	6001
r	311	218	10	10	0	0	60s	100	1	6001
r	319	218	10	10	0	0	60s	100	1	6001
r	318	219	10	10	0	0	60s	100	1	6001
r	306	220	10	10	0	0	60s	100	1	6001
r	300	225	10	10	0	0	60s	100	1	6001
r	314	228	10	10	0	0	60s	100	1	6001
r	302	177	10	10	0	0	60s	100	1	6002
r	304	183	10	10	0	0	60s	100	1	6002
r	299	190	10	10	0	0	60s	100	1	6002
r	312	194	10	10	0	0	60s	100	1	6002
r	310	195	10	10	0	0	60s	100	1	6002
