ga	742	156	10	10	0	0	1m	100	1	6057
ga	736	165	10	10	0	0	1m	100	1	6057
ga	736	187	10	10	0	0	1m	100	1	6057
ga	749	202	10	10	0	0	1m	100	1	6057
ga	766	196	10	10	0	0	1m	100	1	6056
ga	784	200	10	10	0	0	1m	100	1	6056
ga	799	184	10	10	0	0	1m	100	1	6056
ga	775	166	10	10	0	0	1m	100	1	6056
ga	740	175	10	10	0	0	1m	100	1	6056
ga	755	146	10	10	0	0	1m	100	1	6056
ga	725	158	10	10	0	0	1m	100	1	6056
ga	779	211	10	10	0	0	1m	100	1	6055
ga	759	197	10	10	0	0	1m	100	1	6055
ga	783	187	10	10	0	0	1m	100	1	6055
ga	774	155	10	10	0	0	1m	100	1	6055
ga	740	179	10	10	0	0	1m	100	1	6054
ga	756	205	10	10	0	0	1m	100	1	6054
ga	798	191	10	10	0	0	1m	100	1	6054
