m	1138	256	4	4	0	0	20s	100	1	4402
m	1152	266	4	4	0	0	20s	100	1	4402
m	1156	290	4	4	0	0	20s	100	1	4402
m	1148	297	4	4	0	0	20s	100	1	4402
m	1130	300	4	4	0	0	20s	100	1	4402
m	1120	296	4	4	0	0	20s	100	1	4402
m	1113	278	4	4	0	0	20s	100	1	4402
m	1106	258	4	4	0	0	20s	100	1	4402
m	1110	244	4	4	0	0	20s	100	1	4402
m	1126	238	4	4	0	0	20s	100	1	4402
m	1148	236	4	4	0	0	20s	100	1	4402
m	1160	239	4	4	0	0	20s	100	1	4402
m	1170	256	4	4	0	0	20s	100	1	4402
m	1176	272	4	4	0	0	20s	100	1	4402
m	1170	294	4	4	0	0	20s	100	1	4402
m	1160	312	4	4	0	0	20s	100	1	4402
m	1150	310	4	4	0	0	20s	100	1	4402
m	1154	271	4	4	0	0	20s	100	1	4402
m	1144	250	4	4	0	0	20s	100	1	4402
m	1134	276	4	4	0	0	20s	100	1	4402
m	1128	289	4	4	0	0	20s	100	1	4402
m	1122	306	4	4	0	0	20s	100	1	4402
m	1116	307	4	4	0	0	20s	100	1	4402
m	1104	296	4	4	0	0	20s	100	1	4402
m	1100	284	4	4	0	0	20s	100	1	4402
m	1102	271	4	4	0	0	20s	100	1	4402
m	1100	260	4	4	0	0	20s	100	1	4402
m	1100	254	4	4	0	0	20s	100	1	4402
m	1115	238	4	4	0	0	20s	100	1	4402
m	1120	241	4	4	0	0	20s	100	1	4402
m	1114	256	4	4	0	0	20s	100	1	4402
m	1112	273	4	4	0	0	20s	100	1	4402
m	1108	296	4	4	0	0	20s	100	1	4402
m	1114	314	4	4	0	0	20s	100	1	4402
m	1142	305	4	4	0	0	20s	100	1	4402
m	1142	286	4	4	0	0	20s	100	1	4402
m	1145	266	4	4	0	0	20s	100	1	4402
m	1130	260	4	4	0	0	20s	100	1	4402
m	1131	243	4	4	0	0	20s	100	1	4402
m	1142	240	4	4	0	0	20s	100	1	4402
m	1154	248	4	4	0	0	20s	100	1	4402
m	1156	256	4	4	0	0	20s	100	1	4403
m	1162	264	4	4	0	0	20s	100	1	4403
m	1163	276	4	4	0	0	20s	100	1	4403
m	1159	283	4	4	0	0	20s	100	1	4403
m	1142	278	4	4	0	0	20s	100	1	4403
m	1128	260	4	4	0	0	20s	100	1	4403
m	1122	278	4	4	0	0	20s	100	1	4403
m	1137	289	4	4	0	0	20s	100	1	4403
m	1132	301	4	4	0	0	20s	100	1	4403
m	1118	304	4	4	0	0	20s	100	1	4403
m	1114	291	4	4	0	0	20s	100	1	4403
m	1108	282	4	4	0	0	20s	100	1	4403
m	1106	264	4	4	0	0	20s	100	1	4403
m	1109	254	4	4	0	0	20s	100	1	4403
