List ItemOriginMap
{
	50187	ITEM_STARTER_CHEST
}

List MobOriginMap
{
	719	MAP_OWL
	7191	MAP_OWL
	472	MAP_GARDEN
	4721	MAP_GARDEN
	676	MAP_DEEP_CAVE
	6761	MAP_DEEP_CAVE
	880	MAP_NEVERLAND
	8801	MAP_NEVERLAND
	878	MAP_WOOD
	8781	MAP_WOOD
	9263	MAP_ICESTORM
	9264	MAP_ICESTORM
	689	MAP_SNOW_QUEEN
	879	MAP_ARTEMIS
	964	MAP_AQUA
	470	MAP_SOLITARY
	471	MAP_LDK
	949	MAP_DRAGON_FIRE
	9430	MAP_WORLDBOSS1
	9431	MAP_WORLDBOSS2
	283	MAP_DEMON
	2831	MAP_DEMON
}

List BossChestVnums
{
	38881
	38881
	38886
	38887
	38888
	38889
	38890
	38891
	38892
	50259
	253700
	253701
	253702
	253703
	253710
	253711
	253712
	253713
	253730
	253731
	253732
	253733
	253735
	253736
	253737
	253738
	253739
	253740
	253750
	253751
	253752
	253753
	342110
	342112
}

List EventChestVnums
{
	50259
}


List AltChestVnums
{
	50259
}

List ItemWhiteList
{
	34910
	34920
	34930
	34940
	35900
	35910
	35920
	35930
	35940
	35950
	35960
	35970
	35980
	35990
	36000
	36010
	36020
	36030
	36040
	36050
	36060
	37910
	37920
	37930
	37940
	37950
	37960
	37970
	37980
	37990
	38210
	38220
	38230
	38240
	38250
	36900
	36910
	36920
	36930
	36940
	36950
	36960
	140
	270
	280
	4040
	3190
	2160
	5330
	7190
	150
	1100
	2140
	3130
	5100
	7140
	11290
	11490
	11690
	11890
	12240
	12380
	12520
	12660
	14200
	15200
	16200
	17200
	13060
	180
	190
	1130
	2170
	3160
	5120
	7180
	12220
	12360
	12500
	12640
	14180
	16180
	17180
	13200
	15180
	292050
	292060
	292070
	292080
	8090
	8100
	8110
	8120
	8130
	8140
	8150
	8160
	8170
	8180
	8190
	8200
	8210
	8220
	8230
	8240
	8250
	8260
	8270
	8280
	8290
	8300
	8320
	8330
	8340
	8350
	8360
	8370
	8380
	8390
	8400
	8410
	8420
	8430
	8440
	8450
	8460
	8470
	8480
	8490
	8500
	8510
	8520
	8530
