List NeedCount
{
	1	15
	2	30
	3	45
	4	60
	5	75
	6	90
	7	105
	8	120
	9	135
	10	15
	11	30
	12	45
	13	60
	14	75
	15	90
	16	105
	17	120
	18	135
	19	150
	20	165
	21	180
	22	195
	23	210
	24	225
	25	240
	26	255
	27	270
	28	285
	29	300
	30	15
	31	30
	32	45
	33	60
	34	75
	35	90
	36	105
	37	120
	38	135
	39	150
	40	165
	41	180
	42	195
	43	210
	44	225
	45	240
	46	255
	47	270
	48	285
	49	300
	50	315
	51	330
	52	345
	53	360
	54	375
	55	390
	56	405
	57	420
	58	435
	59	450
	60	15
	61	30
	62	45
	63	60
	64	75
	65	90
	66	105
	67	120
	68	135
	69	150
	70	165
	71	180
	72	195
	73	210
	74	225
	75	240
	76	255
	77	270
	78	285
	79	300
	80	315
	81	330
	82	345
	83	360
	84	375
	85	390
	86	405
	87	420
	88	435
	89	450
	90	465
	91	480
	92	495
	93	510
	94	525
	95	540
	96	555
	97	570
	98	585
	99	600
	100	15
	101	30
	102	45
	103	60
	104	75
	105	90
	106	105
	107	120
	108	135
	109	150
	110	165
	111	180
	112	195
	113	210
	114	225
	115	240
	116	255
	117	270
	118	285
	119	300
	120	315
	121	330
	122	345
	123	360
	124	375
	125	390
	126	405
	127	420
	128	435
	129	450
	130	465
	131	480
	132	495
	133	510
	134	525
	135	540
	136	555
	137	570
	138	585
	139	600
	140	615
	141	630
	142	645
	143	660
	144	675
	145	690
	146	705
	147	720
	148	735
	149	750
}

List PetDropData
{
	9570	101	0.0013
	9570	102	0.0013
	9570	103	0.0013
	9570	104	0.0013
	9570	105	0.0013
	9570	106	0.0013
	9570	107	0.0013
	9570	108	0.0013
	9570	109	0.0013
	9570	110	0.0013
	9570	111	0.0013
	9570	112	0.0013
	9570	113	0.0013
	9570	114	0.0013
	9570	115	0.0013
	9570	144	0.0013
	9570	151	0.0013
	9570	152	0.0013
	9570	153	0.0013
	9570	154	0.0013
	9570	155	0.0013
	9570	171	0.0013
	9570	172	0.0013
	9570	173	0.0013
	9570	174	0.0013
	9570	175	0.0013
	9570	176	0.0013
	9570	177	0.0013
	9570	178	0.0013
	9570	179	0.0013
	9570	180	0.0013
	9570	181	0.0013
	9570	182	0.0013
	9570	183	0.0013
	9570	184	0.0013
	9570	185	0.0013
	9570	191	0.0013
	9570	192	0.0013
	9570	193	0.0013
	9570	194	0.0013
	9570	301	0.0013
	9570	302	0.0013
	9570	303	0.0013
	9570	304	0.0013
	9570	331	0.0013
	9570	332	0.0013
	9570	333	0.0013
	9570	334	0.0013
	9570	351	0.0013
	9570	352	0.0013
	9570	354	0.0013
	9570	391	0.0013
	9570	392	0.0013
	9570	393	0.0013
	9570	394	0.0013
	9570	395	0.0013
	9570	396	0.0013
	9570	397	0.0013
	9570	398	0.0013

	9570	710	0.0013
	9570	711	0.0013
	9570	713	0.0013
	9900	689	0.3

	9570	712	0.0013
	9570	714	0.0013
	9570	715	0.0013
	9900	716	0.0013
	9900	717	0.0013
	9900	718	0.08
	9900	719	0.3
	9900	7191	0.3

	9570	463	0.0013
	9570	464	0.0013
	9570	465	0.0013
	9900	879	0.3

	9570	462	0.0013
	9570	466	0.0013
	9570	473	0.0013
	9570	474	0.0013
	9570	475	0.0013
	9570	476	0.0013
	9570	477	0.0013
	9570	478	0.0013
	9570	479	0.0013
	9570	480	0.0013
	9570	481	0.0013
	9900	469	0.08
	9900	472	0.3
	9900	4721	0.3

	9570	959	0.0013
	9570	960	0.0013
	9570	961	0.0013
	9900	964	0.3

	9570	670	0.0013
	9900	671	0.0013
	9570	672	0.0013
	9570	673	0.0013
	9570	674	0.0013
	9900	675	0.0013
	9900	676	0.3
	9900	6761	0.3

	9570	860	0.0013
	9900	861	0.0013
	9900	866	0.0013
	9900	470	0.3

	9900	9330	0.0013
	9570	9331	0.0013
	9900	9332	0.0013
	9900	9333	0.0013
	9900	870	0.08
	9900	871	0.08
	9900	873	0.08
	9900	880	0.3
	9900	8801	0.3

	9570	460	0.0013
	9570	461	0.0013
	9570	467	0.0013
	9900	471	0.3
	
	9570	862	0.0013
	9570	863	0.0013
	9570	864	0.0013
	9570	867	0.0013
	9570	868	0.0013
	9570	869	0.0013
	9570	875	0.0013
	9900	874	0.08
	9900	872	0.08
	9900	876	0.08
	9900	878	0.3
	9900	8781	0.3

	9900	941	0.0013
	9570	942	0.0013
	9570	945	0.0013
	9900	949	0.3

	9570	8750	0.0013
	9570	8751	0.0013
	9900	8752	0.08
	9900	8753	0.08
	9900	9263	0.3
	9900	9264	0.3

	9570	482	0.0010
	9570	483	0.0010
	9570	484	0.0010
	9570	485	0.0010
	9570	486	0.0010
	9570	1482	0.0010
	9570	1483	0.0010
	9570	1484	0.0010
	9570	1485	0.0010
	9570	1486	0.0010
	9570	2482	0.0010
	9570	2483	0.0010
	9570	2484	0.0010
	9570	2485	0.0010
	9570	2486	0.0010
	9900	487	0.3
