ga	582	95	1	1	0	0	40s	100	1	26215
ga	568	102	1	1	0	0	40s	100	1	26215
ga	574	114	1	1	0	0	40s	100	1	26215
ga	580	130	1	1	0	0	40s	100	1	26215
ga	585	156	1	1	0	0	40s	100	1	26215
ga	572	162	1	1	0	0	40s	100	1	26215
ga	574	174	1	1	0	0	40s	100	1	26215
ga	566	147	1	1	0	0	40s	100	1	26216
ga	570	134	1	1	0	0	40s	100	1	26216
ga	578	120	1	1	0	0	40s	100	1	26216
ga	581	110	1	1	0	0	40s	100	1	26216
ga	578	145	1	1	0	0	40s	100	1	26216
ga	582	176	1	1	0	0	40s	100	1	26216
ga	574	187	1	1	0	0	40s	100	1	26217
ga	564	162	1	1	0	0	40s	100	1	26217
ga	574	153	1	1	0	0	40s	100	1	26217
ga	586	132	1	1	0	0	40s	100	1	26217
ga	586	112	1	1	0	0	40s	100	1	26217
ga	572	94	1	1	0	0	40s	100	1	26217
