m	368	645	1	1	0	0	0	100	1	2486
m	356	650	1	1	0	0	0	100	1	2486
m	346	652	1	1	0	0	0	100	1	2486
m	336	649	1	1	0	0	0	100	1	2486
m	328	654	1	1	0	0	0	100	1	2486
m	322	664	1	1	0	0	0	100	1	2486
m	316	666	1	1	0	0	0	100	1	2486
m	314	661	1	1	0	0	0	100	1	2486
m	300	664	1	1	0	0	0	100	1	2486
m	293	670	1	1	0	0	0	100	1	2486
m	280	669	1	1	0	0	0	100	1	2486
m	276	662	1	1	0	0	0	100	1	2486
m	262	661	1	1	0	0	0	100	1	2486
m	254	663	1	1	0	0	0	100	1	2486
m	258	672	1	1	0	0	0	100	1	2486
m	240	670	1	1	0	0	0	100	1	2486
m	230	666	1	1	0	0	0	100	1	2486
m	218	672	1	1	0	0	0	100	1	2486
m	206	664	1	1	0	0	0	100	1	2486
m	198	655	1	1	0	0	0	100	1	2486
m	188	648	1	1	0	0	0	100	1	2486
m	172	652	1	1	0	0	0	100	1	2486
m	162	666	1	1	0	0	0	100	1	2486
m	156	682	1	1	0	0	0	100	1	2486
m	168	692	1	1	0	0	0	100	1	2486
m	175	686	1	1	0	0	0	100	1	2486
m	170	668	1	1	0	0	0	100	1	2486
m	192	668	1	1	0	0	0	100	1	2486
m	189	678	1	1	0	0	0	100	1	2486
m	184	686	1	1	0	0	0	100	1	2486
m	176	694	1	1	0	0	0	100	1	2486
m	178	672	1	1	0	0	0	100	1	2486
m	190	662	1	1	0	0	0	100	1	2486
m	202	674	1	1	0	0	0	100	1	2486
m	214	672	1	1	0	0	0	100	1	2486
m	229	670	1	1	0	0	0	100	1	2486
m	238	672	1	1	0	0	0	100	1	2486
m	251	666	1	1	0	0	0	100	1	2486
m	268	666	1	1	0	0	0	100	1	2486
m	278	666	1	1	0	0	0	100	1	2486
m	326	659	1	1	0	0	0	100	1	2485
m	314	662	1	1	0	0	0	100	1	2485
m	305	663	1	1	0	0	0	100	1	2485
m	284	663	1	1	0	0	0	100	1	2485
m	267	664	1	1	0	0	0	100	1	2485
m	236	665	1	1	0	0	0	100	1	2485
m	190	663	1	1	0	0	0	100	1	2485
m	178	658	1	1	0	0	0	100	1	2485
m	173	664	1	1	0	0	0	100	1	2485
m	170	678	1	1	0	0	0	100	1	2485
m	174	686	1	1	0	0	0	100	1	2485
m	192	674	1	1	0	0	0	100	1	2485
m	182	686	1	1	0	0	0	100	1	2485
m	162	690	1	1	0	0	0	100	1	2485
m	174	674	1	1	0	0	0	100	1	2485
m	186	667	1	1	0	0	0	100	1	2485
m	274	668	1	1	0	0	0	100	1	2485
m	302	666	1	1	0	0	0	100	1	2485
m	310	662	1	1	0	0	0	100	1	2485
m	318	658	1	1	0	0	0	100	1	2485
m	326	656	1	1	0	0	0	100	1	2485
m	340	652	1	1	0	0	0	100	1	2485
m	359	649	1	1	0	0	0	100	1	2485
m	368	643	1	1	0	0	0	100	1	2485
m	219	664	1	1	0	0	0	100	1	2485
m	244	658	1	1	0	0	0	100	1	2485
m	256	662	1	1	0	0	0	100	1	2485
m	247	677	1	1	0	0	0	100	1	2485
m	221	675	1	1	0	0	0	100	1	2485
m	196	672	1	1	0	0	0	100	1	2485
m	190	662	1	1	0	0	0	100	1	2485
m	178	662	1	1	0	0	0	100	1	2485
m	181	675	1	1	0	0	0	100	1	2485
